,0
133,3740.817921721919
134,3542.5612348516443
135,4630.885196849775
136,3170.6441246111663
137,1769.6233784921592
138,4883.666461230945
139,4190.848424428598
140,2586.373131466819
141,3050.8649577809133
142,1500.2560766457796
143,2098.7828833678923
144,1106.7983051850629
145,1497.7032815118012
146,-21.382917955755943
147,-257.23787937491954
148,71.54094982523404
149,360.10748427502165
150,-910.4677176750006
151,626.142582370961
152,-1710.9136568586246
153,353.0828616183612
154,-753.3700417583663
155,-3591.292270590892
156,-2261.770904245983
157,-1509.2866029807415
158,-2318.3530012710585
159,-3210.8947561884643
160,-3620.980773177288
161,-3161.6134606625656
162,-2432.4542713015917
163,-4447.277030720376
164,-3234.174500200159
165,-2776.353895648126
166,-2059.4115527219
167,-6284.524330806635
168,-2771.5229172291747
169,-3805.768378373867
170,-3819.206085947276
171,-3490.219431436939
172,-2545.9237478133427
173,-2591.46917759989
174,-769.3969170729138
175,-3979.828588839482
176,-2556.3156762205317
177,-1557.792231925084
178,-1238.6195464869097
179,-1257.5028570740142
180,-2214.832036035972
181,1280.8666687420698
182,-2422.525282465217
183,601.8687392020539
184,604.4787085318286
185,-431.5780690329401
186,1147.4021658027102
187,679.6180683533405
188,1211.1271981774519
189,946.7475789560191
190,2916.302913043589
191,715.6976256697856
192,1532.1101782719488
193,2904.6403703757405
194,2123.1485350901767
195,3861.8280006518835
196,2854.2367119604824
197,5535.5031759171125
198,2245.1712645866787
199,4382.400919590117
200,3821.2098296447266
201,5021.237105616969
202,3079.5894292905696
203,4343.435837679774
204,3568.437562725209
205,2454.873262941267
206,3852.357479427361
207,3800.774481470365
208,3557.6124573855595
209,2920.2094230444213
210,626.5256709703835
211,4585.832472569716
212,2905.1796007089833
213,3150.2672979844797
214,1024.9786391760265
215,1604.3929328003485
216,2503.1985958710775
217,2380.896372661749
218,3521.5739161575107
219,1195.8552479545608
220,63.02073948415466
221,1470.7855228907188
222,-415.9606390131742
223,-1117.4994949777702
224,1497.2083802015545
225,-1696.9371805983988
226,-1310.3394828261257
227,-809.2192169021207
228,-2213.1462591979325
229,-2231.2679149328155
230,-2336.4159062963226
231,-3723.1679493681295
232,-2456.620532373426
233,-3751.221354888001
234,-3179.5653978147843
235,-3908.11820869849
236,-1423.3048791537851
237,-3131.153770630098
238,-4204.5282681540975
239,-2592.0865360996195
240,-2838.4636296970193
241,-3204.776189621565
242,-3285.9874348943
243,-3036.3015086999712
244,-4601.87050752213
245,-5219.277735408185
246,-3801.484723069013
247,-3118.297156175278
248,-3815.979145807185
249,-3249.72699856243
250,-4216.791832168455
251,-3248.003525929224
252,-4856.175189049541
253,-1405.6654943761616
254,-3927.2737325082517
255,-839.2194029103987
256,-1753.5350643345228
257,-685.210170858003
258,-1680.607253217522
259,-104.90212381781703
260,-505.3508067479123
261,-602.7387776029416
262,-1470.9683399077333
263,553.0366369938854
264,654.66369866345
265,2049.08541112908
266,1244.757100724505
267,-17.966202823462254
268,1900.1433394573046
269,-777.9673593445455
270,3059.3478748813122
271,193.1033672859503
272,1455.4213974792137
273,3033.847741521343
274,3169.504317485766
275,1873.1626256293325
276,3266.9812136393457
277,3210.3852450106247
278,2455.15070930887
279,2963.0328170424004
280,4479.951278062282
281,4879.648444646926
282,5571.307835544931
283,3869.4700440499005
284,4091.8348379998697
285,3795.557449620059
286,2620.8341723727563
287,2657.463758698197
288,4780.539153711514
289,3703.592303022708
290,2438.0815057958152
291,2365.1618217943997
292,2604.0249670443254
293,2610.988049271776
294,4870.886598487248
295,1686.6018687362673
296,4555.395811687022
297,-377.5545261826778
298,1450.019861524623
299,590.6348596511817
300,2130.0197250755446
301,376.45742338285606
302,-645.5995379389316
303,1035.466296498498
304,-1035.9804948732271
305,-921.4416340407925
306,-1180.1702510400087
307,-829.6631311122931
308,-619.5840483732306
309,-2995.855325175405
310,-1670.9956092093655
311,-1024.0834615700269
312,-3101.625526981872
313,-2693.02036582384
314,-2947.3784740245433
315,-3952.6649712232693
316,-2398.24239638775
317,-4423.227973492924
318,-3451.7005887573764
319,-4992.9402162304705
320,-3777.1322521716224
321,-3529.473375317034
322,-3305.274917295019
323,-3543.908484332678
324,-4719.70818866579
325,-2669.64358256212
326,-2613.0933241144703
327,-5039.850349584782
328,-3558.062517889488
329,-2965.7777392171056
330,-2225.283510493258
331,-1587.9785542539469
332,-1645.7464515928043
333,-3067.5889939322105
334,-1883.0525494725662
335,-3252.2839815543084
336,-1167.8409127254256
337,-2785.1709926183175
338,-851.0234226157182
339,-1830.2256194841693
340,-620.7285145445649
341,-1028.982225639615
342,-1395.8959094024863
343,369.3787971934014
344,2887.060301956466
345,2293.937036881127
346,1885.4057642028847
347,1628.2439027578998
348,749.3902768718461
349,1673.0019372627567
350,2785.4980059185177
351,2171.2148232113814
352,2989.957541196831
353,2520.96924354193
354,4000.096384827495
355,3418.1938812275184
356,2579.416045959994
357,4340.597274009257
358,3505.6616326881594
359,4759.086560328787
360,3352.652481496564
361,4267.048894579855
362,5740.371681548506
363,3742.513249303575
364,3553.7408711480293
365,4258.885626630501
366,3608.025151001303
367,5700.489350261974
368,3225.0682058863526
369,3339.5961610455843
370,2928.078156060386
371,2070.5715519617947
372,2172.504548565311
373,2084.8663009897077
374,2090.3216880890595
375,2434.069234363793
376,2444.5626549460067
377,3132.0515226335665
378,1456.5046833967856
379,137.9370721381432
380,750.5582992416082
381,605.6047753868719
382,-90.05566506082035
383,135.52229193434343
384,221.939781205999
385,233.57773639715435
386,-1980.2358392554825
387,-1462.2141140691467
388,-2819.685553645886
389,-1254.0157413323095
390,-1770.1439159420488
391,-2795.938218645456
392,-2148.28171852215
393,-3442.0735306534707
394,-2809.7467409489245
395,-4683.752957670134
396,-3703.3807729596037
397,-2560.3268483387383
398,-2454.259506389173
399,-3660.88554556356
400,-4299.880907103619
401,-3724.9404224596683
402,-3834.9826247827154
403,-3515.3326856554404
404,-2277.4007350035913
405,-3775.523817091258
406,-3565.90954419594
407,-1455.282528466812
408,-1898.4833594317029
409,-3435.47568226174
410,-4072.362954927582
411,-4987.8024793993
412,-2769.8859082278263
413,-4613.692046453636
414,-2650.605312160833
415,-2748.4621853239173
416,-3809.6689119521843
417,-2228.353579782545
418,53.43463512468793
419,-1310.6157505382141
420,-262.2542786933109
421,-987.3061460638993
422,546.8769139710184
423,1537.787046412846
424,2482.6978821640696
425,1637.560848947478
426,-402.3310165725766
427,232.142950623278
428,2916.8252192873206
429,2194.7032754721326
430,1674.589279993762
431,1991.2683802662623
432,3312.5631836493035
433,2759.2574728879154
434,1890.7746928265497
435,3873.6861780283753
436,3384.921322061942
437,4331.651968864604
438,4786.462445329209
439,4524.930839643026
440,4212.942015503724
441,4336.1693572796785
442,4887.086497546025
443,3845.462811437075
444,4444.35401787584
445,4661.929860814094
446,3074.6334864930523
447,3036.4109851375497
448,4136.914081768671
449,2089.6692326826615
450,4034.922166212881
451,3058.099644945543
452,1068.8948618898567
453,2206.539775384546
454,1992.8419672780867
455,1018.0582498943777
456,1355.5303538600244
457,-138.0199361637167
458,1231.6706009788918
459,722.3079212016083
460,1409.1113409701748
461,922.4165299792323
462,630.0172201243042
463,-893.5584536176739
464,-539.6811351451786
465,202.47096391647267
466,-1716.1347097085186
467,-1267.3053421936008
468,-2445.194701073365
469,-2720.0057171068042
470,-2985.1044379871973
471,-2758.3992988053824
472,-3868.037008376723
473,-4181.155000970808
474,-3290.503671305003
475,-4120.426194642818
476,-1730.9745498240636
477,-4696.5521100671385
478,-3334.1552490788386
479,-5578.4452078067
480,-4558.95796859469
481,-4853.32976788213
482,-4984.881381497315
483,-3133.5446890770777
484,-2749.2049770062313
485,-1302.9952310470485
486,-2562.585377912952
487,-2890.9909011584346
488,-3215.4220327124735
489,-2430.8027623973762
490,-5274.4209727186935
491,-2784.0120019810593
492,-3758.466687842092
493,-3414.07133472571
494,-2191.7446055809464
495,-406.5627852552211
496,-1323.6443330927207
497,-1396.3671771503793
498,136.07466589827163
499,-695.7732192078712
500,-736.2757400270438
501,-1072.3343552478786
502,1074.130513452028
503,1155.312534594827
504,374.08994811113274
505,296.3618612758885
506,2502.993566801253
507,1477.8855812017039
508,3759.939286285487
509,2825.7219708463226
510,1399.8491993009898
511,3250.822595233935
512,2927.397841029871
513,2255.9417860757776
514,4042.5742757680982
515,2107.550940236901
516,4474.039583950635
517,3316.1805915170903
518,5076.761059748031
