,0
418,1964.0
419,1960.0
420,1950.0
421,1943.0
422,1951.0
423,1948.0
424,1950.0
425,1929.0
426,1893.0
427,1877.0
428,1900.0
429,1858.0
430,1768.0
431,1666.0
432,1560.0
433,1461.0
434,1354.0
435,1250.0
436,1151.0
437,1046.0
438,961.0
439,887.0
440,812.0
441,754.0
442,710.0
443,661.0
444,630.0
445,594.0
446,554.0
447,528.0
448,505.0
449,482.0
450,467.0
451,448.0
452,420.0
453,397.0
454,365.0
455,351.0
456,342.0
457,331.0
458,323.0
459,315.0
460,313.0
461,312.0
462,304.0
463,307.0
464,320.0
465,332.0
466,342.0
467,350.0
468,363.0
469,380.0
470,415.0
471,484.0
472,566.0
473,656.0
474,737.0
475,795.0
476,830.0
477,869.0
478,924.0
479,990.0
480,1065.0
481,1137.0
482,1214.0
483,1289.0
484,1370.0
485,1451.0
486,1526.0
487,1609.0
488,1695.0
489,1768.0
490,1810.0
491,1827.0
492,1864.0
493,1921.0
494,1967.0
495,1992.0
496,2002.0
497,1995.0
498,1973.0
499,1943.0
500,1928.0
501,1907.0
502,1896.0
503,1885.0
504,1854.0
505,1827.0
506,1795.0
507,1770.0
508,1757.0
509,1759.0
510,1757.0
511,1740.0
512,1718.0
513,1695.0
514,1660.0
515,1625.0
516,1596.0
517,1556.0
518,1524.0
519,1471.0
520,1399.0
521,1309.0
522,1210.0
523,1101.0
524,991.0
525,904.0
526,842.0
527,784.0
528,728.0
529,678.0
530,639.0
531,610.0
532,590.0
533,565.0
534,558.0
535,543.0
536,512.0
537,482.0
538,464.0
539,460.0
540,465.0
541,465.0
542,457.0
543,462.0
544,480.0
545,511.0
546,530.0
547,562.0
548,594.0
549,603.0
550,589.0
551,604.0
552,617.0
553,623.0
554,635.0
555,646.0
556,659.0
557,659.0
558,649.0
559,666.0
560,712.0
561,765.0
562,821.0
563,885.0
564,952.0
565,1011.0
566,1081.0
567,1149.0
568,1205.0
569,1260.0
570,1314.0
571,1364.0
572,1425.0
573,1499.0
574,1581.0
575,1663.0
576,1738.0
577,1810.0
578,1885.0
579,1959.0
580,2027.0
581,2089.0
582,2137.0
583,2174.0
584,2219.0
585,2285.0
586,2322.0
587,2327.0
588,2330.0
589,2343.0
590,2347.0
591,2359.0
592,2377.0
593,2368.0
594,2348.0
595,2327.0
