,0
100,-3578.416906300453
101,-3634.5573049838085
102,-3135.56899484626
103,-3121.8649984421145
104,-2705.5023654753095
105,-2288.621598669978
106,-2338.528705478342
107,-1649.8856130633667
108,-1086.151651993185
109,-1048.5647441326469
110,-1336.6039758273105
111,-966.5048445363461
112,71.26502770575797
113,512.8239613807093
114,450.26235759257963
115,1758.19481187204
116,1225.3849403662819
117,1954.8365967220886
118,1269.8560962359375
119,2780.3940661421593
120,2805.1611389170007
121,2655.329314603499
122,3183.9304182080973
123,2183.476200412699
124,3800.5289862076424
125,3585.8204819465914
126,4291.170603201022
127,3875.3771332373617
128,3499.049751535281
129,3667.5523671298497
130,4093.4736833338425
131,3079.40519943537
132,3289.5465559600743
133,3845.401486674398
134,3666.49473807605
135,4631.738511331518
136,3836.7607607274276
137,3895.9520978860537
138,4289.985690267068
139,2504.1026397625915
140,2794.1710851916055
141,2049.898720419848
142,2337.4744681128764
143,1952.9482659988118
144,1914.4410558979307
145,287.1991298766977
146,708.5784899705235
147,687.4919727284038
148,146.59726352136477
149,155.606097076104
150,-250.518004764294
151,-3059.9337454859256
152,-3301.3747136943275
153,-3752.4135240747455
154,-4128.266146222245
155,-3767.626225982371
156,-4218.088415409322
157,-4204.6650444652205
158,-3812.904760401121
159,-3916.696093068757
160,-4593.993901085058
161,-3747.4954830527336
162,-4336.665833154126
163,-3153.913084484854
164,-2659.6027173578664
165,-2498.7491791638363
166,-3054.3134413422167
167,-363.33954485742856
168,-725.676995015033
169,634.4738604619829
170,76.19470546556545
171,532.7621477441311
172,1032.4295248025733
173,1873.8619995118784
174,1700.2324846615602
175,2648.611280247197
176,2147.400619314418
177,1866.4932586814703
178,3325.9997636002963
179,2969.4652279717125
180,3001.5849075273068
181,3893.851558876732
182,4103.959214625094
183,2293.4176065276015
184,4106.951101793787
185,3983.6269271498836
186,3991.0533859247894
187,3394.410854424542
188,4710.111174312509
189,3559.9304400786186
190,4459.883282570789
191,4297.284011405742
192,3669.7104119279866
193,3831.3091268950993
194,3913.619399952305
195,3654.523323258312
196,3856.483228060083
197,4417.764901599924
198,2313.2889693700376
199,3295.6726227647446
200,2997.016879898607
201,3190.5174784164283
202,1909.4572565217136
203,1802.786240332279
204,1485.2495227959357
205,704.6154449857574
206,832.6116991011477
207,54.58194092242053
208,-214.14264173296095
209,626.4853533823572
210,-131.5936782854739
211,-731.8167983940283
212,-683.8765790798216
213,-2057.0022328679133
214,-898.907474072588
215,-1355.5515033141255
216,-1790.4458581860447
217,-2937.8148698764753
218,-2143.3188058323067
219,-2624.9317076836433
220,-2422.7642867955365
221,-4039.0609340337696
222,-3272.145517164602
223,-2964.228274042049
224,-3511.858747947351
225,-3611.2180345639154
226,-3821.0229697257914
227,-3923.811568828182
228,-3438.9732306361657
229,-3597.238679756222
230,-3815.6970493123886
231,-3434.530579423552
232,-4024.1608455345067
233,-4343.50674529038
234,-3766.563508927955
235,-3907.189270064987
236,-2848.331640853795
237,-3264.862366526838
238,-2629.0803732248087
239,-2394.6735497817244
240,-1662.9076076437955
241,-2129.608232781745
242,-1814.4136072740005
243,-1704.1144297931803
244,-649.4065400033313
245,-802.2165519628976
246,-937.5401777635
247,-893.4747356757346
248,-365.7222578616314
249,1000.4856112828745
250,410.55518820613804
251,28.819388334449286
252,963.8782563190318
253,1004.1517452765731
254,1526.913530987067
255,1699.1254612771586
256,2431.1018313390628
257,3863.8192112155857
258,3514.788283649966
259,3410.369951752621
260,3676.4076421935424
261,3466.0119712768087
262,4163.487972357286
263,3576.1754114901005
264,4518.291592891037
265,3934.331495722603
266,3495.094658183897
267,3993.5219214020003
268,4734.335143484146
269,2915.054186617161
270,3452.7806956306968
271,3127.1467037996886
272,3035.5898577101834
273,4211.0886799498085
274,3868.286215058156
275,3469.6770842813307
276,2711.8962383540593
277,2416.101240502668
278,3060.2528065665574
279,3630.8908871439266
280,2294.7396353209097
281,2147.4531270472107
282,1729.6297814016539
283,1180.6311775147333
284,1117.654604803037
285,901.6521423977806
286,1007.5903576758176
287,1082.8128071665678
288,-93.17274373224343
289,-166.90705602218344
290,-743.9939940002783
291,-1342.1300554138202
292,-265.01455238538153
293,-2061.6237186346066
294,-2042.162680385568
295,-2535.1991629694503
296,-2850.9068569344336
297,-2602.756477864935
298,-2825.186401984976
299,-3075.542120749034
300,-2994.8464814394997
301,-3549.4563219687593
302,-3577.873234266868
303,-3311.9571727346465
304,-3011.671723421866
305,-3558.92744240736
306,-3413.571623373618
307,-4400.661350657839
308,-3843.305115489194
309,-3299.170473875039
310,-4845.231300599379
311,-3465.746992071686
312,-4238.379409589115
313,-2974.4439131291665
314,-3932.1668565527416
315,-3458.56339887975
316,-3425.4186039610086
317,-2208.0984785964856
318,-1900.129534326064
319,-2238.5569501876694
320,-2344.6077348914787
321,-1771.0809841913015
322,-1036.2207138668512
323,-1656.8771061739528
324,-346.00178268551304
325,-914.2781609985407
326,-1650.1277867198198
327,-1109.3174152074623
328,-748.7430000209918
329,397.71891633149227
330,391.0934639985168
331,188.82309871976008
332,978.1661943140497
333,1495.54860770599
334,1826.1924396207658
335,2191.2747198839334
336,1680.5132179980442
337,3365.2653135458995
338,3088.248343994499
339,3127.3170862517345
340,4391.223580269622
341,3080.5650939670973
342,3479.356815522105
343,4256.5714277322595
344,4074.6754193799293
345,3601.87876635126
346,3334.924883775113
347,3732.3542582565005
348,3176.4268047566875
349,2945.3863769894606
350,3539.8518001748116
351,4089.805009902398
352,3723.0058511282896
353,2876.179322472539
354,2955.7909985724896
355,3322.5499485238556
356,3300.2027940388216
357,2561.7840464469514
358,2757.5492557219422
359,3462.7627110911703
360,2478.7826284977805
361,1183.2130693993815
362,2583.567446843307
363,1818.7195942085596
364,1441.025875348893
365,-301.9833605667733
366,319.3682185424876
367,401.72485296189416
368,-714.8290832356644
369,-58.06041596961984
370,-491.1866639970331
371,-1613.3189269877385
372,-1920.5316730957832
373,-2145.9416945787307
374,-2038.526894886948
375,-2053.9863172157543
376,-2527.282175276587
377,-3311.0464365193097
378,-2243.910293770382
379,-2601.0058927476603
380,-3230.2913589242507
381,-2822.8156590034087
382,-3215.3705125633705
383,-3582.5922573930848
384,-3683.8545152800466
385,-4119.590245875094
386,-4119.088879939242
387,-4513.9647433611835
388,-3217.7636090927
389,-4009.4890444163893
390,-3807.4334334725427
391,-3826.0128425442163
392,-4642.50027015485
393,-4358.929803021577
394,-2727.108033689758
395,-3118.8629503366533
396,-2988.6716196217226
397,-2347.3727557041548
398,-2007.3537445565842
399,-2095.2440260823532
400,-3193.4181551423935
401,-2232.3151110216036
402,-1128.836927467557
403,-1765.6653557696814
404,-970.7801191163411
405,-446.8622622336866
406,-430.90495823702076
407,-713.425641665691
408,528.970076828363
409,1429.5082881495346
410,633.4006891231516
411,592.2798800888452
412,573.9876645592907
413,1348.7847150646144
414,1369.7524008486016
415,2204.1657868145817
416,2495.9690025733325
417,1803.6533602376394
418,3072.885600632506
419,3134.3186142094332
420,3511.1386769159403
421,3094.3657581237535
422,3381.5249126440835
423,3620.830938795106
424,4435.813736248444
425,4366.360242823289
426,2862.8733703464122
427,3541.456160955958
428,4386.256073604323
429,3992.3344307350962
430,4118.796954699904
431,4343.577887838274
432,3951.9748994120505
433,4268.478831932549
434,3449.0125846777655
435,2334.300055260889
436,2734.2921453419694
437,1976.5621681730545
438,1936.8277208998227
439,1933.1155528661188
440,2384.8628427341855
441,1468.8861184501693
442,2746.9033512691717
443,1682.8104644775585
444,978.6432554105811
445,840.1130060762559
446,-152.36754132543138
447,-580.8241861169996
448,275.7983267338533
449,-1275.0901836705175
450,29.635344655020162
451,-967.3198401949039
452,-1202.2189480272216
453,-1049.771256608965
454,-1573.1253877717222
455,-3241.033927660311
456,-2284.004349211266
457,-3061.5532337217096
458,-3574.8644970436226
459,-3521.800188496009
460,-3577.8004054345556
461,-2898.204066655155
462,-3898.577256404951
463,-3921.72114805595
464,-3483.072050763749
465,-4282.853605198303
466,-3247.6675878419464
467,-3639.9710249549644
468,-4935.819300722818
469,-4265.472672947162
470,-3497.363985468761
471,-4065.5931664637505
472,-2660.315411794683
473,-4386.928855653366
474,-3768.6248541612295
475,-3125.285731001102
476,-3498.1543310490306
477,-3071.657291863244
478,-3073.9774929789314
479,-2156.863720945042
480,-2372.5908713396298
481,-1793.2065984176897
482,-1040.8177944981026
483,-954.5542611445394
484,-69.50421347028896
485,-416.30057373219313
486,-1117.6147427668925
487,-270.4342089439549
